customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5386-THSLQ,Female,SC,Has A Partner,No Dependents,66,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),45.55,3027.25,Not Churned
3192-NQECA,Male,Not SC,Has A Partner,No Dependents,68,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),110,7611.85,Churned
6180-YBIQI,Male,Not SC,No Partner,No Dependents,5,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,24.3,100.2,Not Churned
6728-DKUCO,Female,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,104.15,7303.05,Not Churned
9750-BOOHV,Female,Not SC,No Partner,No Dependents,32,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Mailed check,30.15,927.65,Not Churned
8597-CWYHH,Male,Not SC,No Partner,No Dependents,43,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,No Paperless Billing,Mailed check,94.35,3921.3,Not Churned
2848-YXSMW,Male,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Credit card (automatic),19.4,1363.25,Not Churned
0486-HECZI,Male,Not SC,Has A Partner,No Dependents,55,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,96.75,5238.9,Churned
4549-ZDQYY,Female,Not SC,No Partner,No Dependents,52,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Credit card (automatic),57.95,3042.25,Not Churned
5712-AHQNN,Female,Not SC,No Partner,No Dependents,43,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,91.65,3954.1,Not Churned
4846-WHAFZ,Female,SC,Has A Partner,No Dependents,37,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,76.5,2868.15,Churned
5256-SKJGO,Female,Not SC,Has A Partner,Has Dependents,64,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,54.6,3423.5,Not Churned
3071-VBYPO,Male,Not SC,Has A Partner,Has Dependents,3,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,89.85,248.4,Not Churned
9560-BBZXK,Female,Not SC,No Partner,No Dependents,36,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),31.05,1126.35,Not Churned
5299-RULOA,Female,Not SC,Has A Partner,Has Dependents,10,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,100.25,1064.65,Churned
8402-OOOHJ,Female,Not SC,No Partner,No Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,20.65,835.15,Not Churned
9445-ZUEQE,Male,Not SC,Has A Partner,Has Dependents,27,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),85.2,2151.6,Not Churned
1091-SOZGA,Female,Not SC,Has A Partner,Has Dependents,56,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),99.8,5515.45,Not Churned
2928-HLDBA,Female,Not SC,No Partner,No Dependents,6,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.7,112.75,Not Churned
0404-SWRVG,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,74.4,229.55,Churned
6497-TILVL,Female,Not SC,Has A Partner,Has Dependents,7,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,50.7,350.35,Not Churned
7219-TLZHO,Female,Not SC,Has A Partner,Has Dependents,4,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.85,62.9,Not Churned
4622-YNKIJ,Male,Not SC,No Partner,No Dependents,33,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Two year,Has Paperless Billing,Electronic check,88.95,3027.65,Not Churned
4412-YLTKF,Female,SC,No Partner,No Dependents,27,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,78.05,2135.5,Churned
6734-PSBAW,Male,Not SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Bank transfer (automatic),23.55,1723.95,Not Churned
3930-ZGWVE,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,19.75,19.75,Not Churned
2639-UGMAZ,Male,SC,No Partner,No Dependents,71,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,56.45,3985.35,Not Churned
2876-GZYZC,Female,Not SC,No Partner,No Dependents,13,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,85.95,1215.65,Not Churned
6207-WIOLX,Female,Not SC,Has A Partner,Has Dependents,25,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),58.6,1502.65,Churned
8587-XYZSF,Male,Not SC,No Partner,No Dependents,67,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),50.55,3260.1,Not Churned
3091-FYHKI,Male,Not SC,No Partner,No Dependents,1,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,35.45,35.45,Churned
2372-HWUHI,Male,Not SC,No Partner,No Dependents,2,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,44.35,81.25,Churned
7799-LGRDP,Female,Not SC,No Partner,No Dependents,43,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Credit card (automatic),25.7,1188.2,Not Churned
7850-VWJUU,Female,Not SC,No Partner,No Dependents,23,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),75,1778.5,Not Churned
3774-VBNXY,Female,Not SC,Has A Partner,Has Dependents,64,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,20.2,1277.75,Not Churned
6217-KDYWC,Male,Not SC,No Partner,Has Dependents,57,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,19.6,1170.55,Not Churned
0390-DCFDQ,Female,SC,Has A Partner,No Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,70.45,70.45,Churned
3146-MSEGF,Female,SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),88.05,6425.65,Not Churned
4080-OGPJL,Female,Not SC,No Partner,No Dependents,8,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,71.15,563.65,Churned
1095-WGNGG,Female,Not SC,Has A Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),101.05,5971.25,Not Churned
2636-SJDOU,Male,Not SC,No Partner,No Dependents,64,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),84.3,5289.05,Not Churned
1131-QQZEB,Male,SC,Has A Partner,No Dependents,71,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Bank transfer (automatic),23.95,1756.2,Not Churned
5716-EZXZN,Female,Not SC,Has A Partner,Has Dependents,65,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),99.05,6416.7,Not Churned
6837-BJYDQ,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,19.6,61.35,Not Churned
2135-RXIHG,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,45.65,45.65,Churned
6440-DKQGE,Male,Not SC,No Partner,Has Dependents,30,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,One year,No Paperless Billing,Credit card (automatic),64.5,1929.95,Not Churned
3466-BYAVD,Male,Not SC,Has A Partner,Has Dependents,15,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,69.5,1071.4,Not Churned
3780-YVMFA,Female,Not SC,Has A Partner,Has Dependents,8,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,68.55,564.35,Not Churned
3874-EQOEP,Male,Not SC,No Partner,No Dependents,7,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,95,655.5,Churned
1679-JRFBR,Female,Not SC,Has A Partner,Has Dependents,70,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),108.15,7930.55,Not Churned
